,id,keyword,location,text,target,text_cleaned
8173,8173,police,"کراچی, London","Job demands/stress, trauma, financial restraints, and family problems are some of the main reasons behind officers… https://t.co/hLboA958fp",0,job demandsstress trauma financial restraints family problems main reasons behind
8174,8174,police,"کراچی, London","In 2010, DPO Nankana committed suicide, reportedly due to personal reasons. There are no known counselling or wellb… https://t.co/7ZQG23Snrd",1,dpo nankana committed suicide reportedly due personal reasons known counselling
8175,8175,police,United Kingdom,She sells roasted plantain. She and her means of survival were shoved and flung into the gutter by an alleged Police man.…,0,sells roasted plantain means survival shoved flung gutter alleged police
8176,8176,police,"Lahore, Pakistan",Did you report to the police?🤪,0,report police
8177,8177,police,बापू मार्केट,Follow Us on Twitter Nanded Police #Follow https://t.co/bx8K3Xfv1R,0,follow us twitter nanded police follow
8178,8178,police,"کراچی, London","Some of the reported suicides by police officials in Pakistan: In 2018, Ahmed, a 23yo officer in Lahore, committed… https://t.co/yjKqxuelvT",1,reported suicides police officials pakistan ahmed yo officer lahore
8179,8179,police,"Bahawalpur, Pakistan",These men brought honor to department this morning. ITP Officials helping a woman commuter on road when her tire went flat in r…,1,men brought honor department morning itp officials helping woman commuter road tire went flat
8180,8180,police,"Bombay, India",This interview gives the details of the peaceful #CAA_NRC_Protest of at Jama Masjid Delhi on 20.12.19. Pl…,0,interview gives details peaceful caanrcprotest jama masjid delhi
8181,8181,police,Australia,A British girl was held as a sex slave for 13 years by a Muslim rapist who sold her 4 babies. She was held in a house wh…,1,british girl held sex slave years muslim rapist sold babies held house
8182,8182,police,,Idk why police think they can stare you in ur face &amp; u not going say nothing,0,idk police think stare ur face amp u going say nothing
8183,8183,police,,My nearly perfect memory and need to share every little detail when telling a story comes in handy when giving police statements.,0,nearly perfect memory need share every little detail telling story comes handy giving police statements
8184,8184,police,United Kingdom,"Scum bag robbed my bike today. It's how I get to and from work! Bit of a long shot I know, but, if you know or have seen t…",1,scum bag robbed bike today get work bit long shot know know seen
8185,8185,police,Texas,Massive Manhunt Underway After Man Opens Fire On Police And Is Considered Armed And Dangerous https://t.co/RmGFLHUMIQ,1,massive manhunt underway man opens fire police considered armed dangerous
8186,8186,police,,Trump's done a valuable public service by smoking out for all to see the real socialist agenda of the Democrat Party &amp; its…,0,trumps done valuable public service smoking see real socialist agenda democrat party amp
8187,8187,police,,Delhi HC asks Chief Security Officer and Registrar of JNU to provide all the information and evidence sought by Delhi…,0,delhi hc asks chief security officer registrar jnu provide information evidence sought
8188,8188,police,,BJP strongly objected notice issued by education dept against Dayanand School 4 participation of some of their students i…,0,bjp strongly objected notice issued education dept dayanand school participation students
8189,8189,police,"New Delhi, India","Komal Sharma is so innocent that she's in hiding for 10 days now and the smartest, most professional police force in Ind…",0,komal sharma innocent shes hiding days smartest professional police force
8190,8190,police,Lagos,"“A private person may arrest a suspect in Nigeria who in his presence commits an offence, or whom he reasonably suspects…",0,private person may arrest suspect nigeria presence commits offence reasonably
8191,8191,police,"Tucson, AZ",if ur pet gets into ur drugs PLEASE don’t be scared to bring it to the vet. we legally cannot contact the police!! pls be t…,0,ur pet gets ur drugs please dont scared bring vet legally cannot contact police pls
8192,8192,police,,"My days in the National Police Academy, Hyderabad 😎 https://t.co/uw5eT6NjHF",0,days national police academy hyderabad
8193,8193,police,"Clitheroe, England","See last tweet in series, there are so many groups that have been victimised. The origins… https://t.co/rBmrQdjKMX",0,see last tweet series many groups victimised
8194,8194,police,,Should #police have backdoor access to your #smartphone? https://t.co/iNFpaJly6w,0,police backdoor access smartphone
8195,8195,police,"Augusta, GA",people in the replies so mf ANNOYING GODDD. “collecting rainwater is illegal”... it’s RAINWATER are you going to snitch…,0,people replies mf annoying goddd collecting rainwater illegal rainwater going
8196,8196,police,,"I can’t understand the language, but whatever he said to police, I can feel the power of his words hitting home very very…",0,cant understand language whatever said police feel power words hitting home
8197,8197,police,,Ayetiran Gbemisola Omolade left home around 10am on Sunday to use the ATM machine at Ijebu ode and has not been seen till n…,1,ayetiran gbemisola omolade left home around sunday use atm machine ijebu ode seen till
8198,8198,police,Nairobi,"Dear Kenyans, Avoid second hand vehicles unless you are buying from someone you know. Conmen are colluding with crooked pol…",0,dear kenyans avoid second hand vehicles unless buying someone know conmen colluding crooked
8199,8199,police,Abu Dhabi,RECYCLE &amp; CREATE We made this police car 🚓 #recycled from plastic bottle .. for #schoolproject .. . Required: 🚓 Sma… https://t.co/CUq2rJ1nwm,0,recycle amp create made police car recycled plastic bottle schoolproject required
8200,8200,police,,They Kept Looking Out Of The Door Right At Me!! They Know Who I Am! They Tortured Me Naked For God's Sak… https://t.co/rU5vhZUIZU,0,kept looking door right know tortured naked gods
8201,8201,police,"South West, England",#CourierFraud Nationally nearly two thirds of courier fraud victims were women over 75 Here's how you can beat the courier f…,0,courierfraud nationally nearly two thirds courier fraud victims women heres beat courier
8202,8202,police,"Nashik, India","Police Inspector Nilesh Mainkar , Senior Police Inspector Fuldas Bhoye &amp; Psi Mundhe , Principal Choudhary mam &amp; T… https://t.co/UVVYYSqlJ5",0,police inspector nilesh mainkar senior police inspector fuldas bhoye amp psi mundhe principal choudhary mam amp
8203,8203,police,,Delhi HC also directs police to summon those who were part of the two WhatsApp groups ‘Friends of RSS and Unity Agains…,0,delhi hc also directs police summon part two whatsapp groups friends rss unity
8204,8204,police,,‘Is Jama Masjid in Pakistan?’: Judge criticises Delhi Police at ’s bail hearing https://t.co/wYGKZC4RTw,0,jama masjid pakistan judge criticises delhi police bail hearing
8205,8205,police,Washington Pennsylvania,He couldn't resist 🐶❤️️🎁 https://t.co/OjQ2msbJm4,0,couldnt resist
8206,8206,police,,Shehnaz slapping #SidharthaShukla in the name of love and saying you can slap me back because i'm in love with you.. Sh…,0,shehnaz slapping sidharthashukla name love saying slap back im love
8207,8207,police,Nigeria,"Lagos is just a mad house😹😹. A policeman was beat up by an agbero. Other policemen started running towards them, agbero st…",0,lagos mad house policeman beat agbero policemen started running towards agbero
8208,8208,police,"Durban, South Africa","Guys, please help me find my friend. The police have been of no help. #IlostMyMindWhen #djzinhle #helptrackSimtholile http…",0,guys please help find friend police help ilostmymindwhen djzinhle helptracksimtholile
8209,8209,police,Mumbai India,"Delhi court slams Police Prosecutor while hearing bail plea of Bhim Army chief #ChandrasekharAzad, says ""You are behaving as…",0,delhi court slams police prosecutor hearing bail plea bhim army chief chandrasekharazad says behaving
8210,8210,police,,Police grow concerned for missing Malvern schoolgirl https://t.co/yHBDzmGzSu,1,police grow concerned missing malvern schoolgirl
8211,8211,police,,I have experienced Police brutality more than 2 times and trust me police are thieves and they are… https://t.co/kkNWHeuUHe,0,experienced police brutality times trust police thieves
8212,8212,police,,"After IIM Ahmedabad, police enter Mahatma Gandhi founded #Gujarat Vidyapith to disrupt kite festival organised by some stude…",0,iim ahmedabad police enter mahatma gandhi founded gujarat vidyapith disrupt kite festival organised
8213,8213,police,,"In 12 Northern States, the Hisbah (Islamic Police) can arrest and prosecute. In Southwest, the OPC - whether now known as…",0,northern states hisbah islamic police arrest prosecute southwest opc whether known
8214,8214,police,भारत,But police should be neutral.,0,police neutral
8215,8215,police,Haryana,"Dear Inorder to become a #Uber driver, the applicant needs to submit his/her Driving License AadharCard Ad…",0,dear inorder become uber driver applicant needs submit hisher driving license aadharcard
8216,8216,police,,"Dear Saab, The Jama Masjid is not in Pakistan, says the Delhi High Court. Sir Ji, this is a moment of monumental…",0,dear saab jama masjid pakistan says delhi high court sir ji moment
8217,8217,police,"Mumbai, India","Delhi Court tears into delhi police while hearing bail plea of Bhim army chief Chandrashekhar Azad, after prosecutor objects…",0,delhi court tears delhi police hearing bail plea bhim army chief chandrashekhar azad prosecutor
8218,8218,police,Noida,"Jammu Kashmir Police tweets &amp; vow to take stern action as per law against DSP Singh, who was apprehended with milit… https://t.co/932rk8xfKV",0,jammu kashmir police tweets amp vow take stern action per law dsp singh apprehended
8219,8219,police,"Lagos, Nigeria",Do I need to provide the evidence of how a police man at Jakande police station Lekki extorted 5k from me?,0,need provide evidence police man jakande police station lekki extorted k
8220,8220,police,Hampshire,"News that might pass under your radar: 1. Extinction Rebellion are now on the police list of extreme ideologies. Yes,…",0,news might pass radar extinction rebellion police list extreme ideologies
8221,8221,police,,San Jose police are looking for 95-year-old Henry Robinson. He was last seen on Sunday about 3 p.m. driving a 19999 green 4-door…,1,san jose police looking yearold henry robinson last seen sunday pm driving green
8222,8222,police,,"#JusticeforGauravChandel It has been 7 days of murder of Gaurav, but police is still clueless in this case. I request to al…",1,justiceforgauravchandel days murder gaurav police still clueless case request
8223,8223,police,,I am told that the police entered the campus for the first time in Independent India...an Institution established by the F…,0,told police entered campus first time independent indiaan institution established
8224,8224,police,,Workers MUST not agree for the comprehensive health insurance to be withdrawn from NHIF. Truth is that there is no private in…,0,workers must agree comprehensive health insurance withdrawn nhif truth private
8225,8225,police,,J. Yaniv just punched me in the back of the head. Just spoke to police. Luckily there are two security cameras directly o…,0,j yaniv punched back head spoke police luckily two security cameras directly
8226,8226,police,"New Delhi, India","In 2017, attack on police lines in Shopian. Davinder Singh was posted there. The same year he got a gallantry award.…",1,attack police lines shopian davinder singh posted year got gallantry
8227,8227,police,"Nairobi, Afrika",Only in Nigeria you have to check your account balance before you call police for any issue,0,nigeria check account balance call police issue
8228,8228,police,Bharatpur - Jaipur (Rajasthan),A police officer who escorted diplomats a few days ago in J&amp;K &amp; was in #Pulwama when an explosive laden car seemingly became…,1,police officer escorted diplomats days ago jampk amp pulwama explosive laden car seemingly
8229,8229,police,"minneapolis, mn",🇦🇺 180 people so far charged with arson during Australian bushfires? False ❌ We collated police figures from across Aust…,0,people far charged arson australian bushfires false collated police figures across
8230,8230,quarantine,Candyland,Quarantine officials are facing criticism for allegedly causing damage to the Imjin River ecosystem by spreading a toxi…,1,quarantine officials facing criticism allegedly causing damage imjin river ecosystem spreading
8231,8231,quarantine,,"Oh... Well, Lunalu is fine, then. She just needs to be kept under quarantine. Maybe inside a bubble... Or just a… https://t.co/2jYkzZ1YnN",0,oh well lunalu fine needs kept quarantine maybe inside bubble
8232,8232,quarantine,,when do you guys release rainbow six quarantine?,0,guys release rainbow six quarantine
8233,8233,quarantine,Republic of Croatia,"There has also been information about siege team at ubisoft splitting, probably so that they can ha… https://t.co/F0ZldcWcX8",0,also information siege team ubisoft splitting probably
8234,8234,quarantine,"Seoul, Korea",Quarantine officials are facing criticism for allegedly causing damage to the Imjin River ecosystem by spreading a… https://t.co/JNkD670o9O,0,quarantine officials facing criticism allegedly causing damage imjin river ecosystem spreading
8235,8235,quarantine,,"January 14, 2020 at about 08:30 am, personnel of Pang 1st PMFC 4th Maneuver Platoon, Bayambang Patrol Base, led by… https://t.co/ii1QlcFqPu",0,january personnel pang st pmfc th maneuver platoon bayambang patrol base led
8236,8236,quarantine,Malaysia,Dr M on influenza outbreak: We’ll look into quarantine if situation persists https://t.co/bCNeO0cwmV,1,dr influenza outbreak well look quarantine situation persists
8237,8237,quarantine,,"For a good 35% of the country, there is NOTHING that’s beneath contempt. We really have to figure out how to…",0,good country nothing thats beneath contempt really figure
8238,8238,quarantine,Australia,my cats are in quarantine here FUCK https://t.co/Cl9kE3cQMs,0,cats quarantine fuck
8239,8239,quarantine,,“I saw an infected victim myself! We gotta quarantine him and get the heck outta here!”,0,saw infected victim gotta quarantine get heck outta
8240,8240,quarantine,"Puerto Rico, USA",🆘A PROBABLE WRONG CONVICTION FROM A LOUSY OWNER WILL COST SCRUFFY HIS LIFE TOMORROW IF HE DOESN’T GET A COMMITMENT TODAY🆘I…,0,probable wrong conviction lousy owner cost scruffy life tomorrow doesnt get commitment
8241,8241,quarantine,"Parkway, MO","As it seems to be fairly contagious, I'm thinking that we're looking at a full quarantine scenario.",1,seems fairly contagious im thinking looking full quarantine scenario
8242,8242,quarantine,Northern California,Y’all stop talking to “Black” people with twitter accounts that started in late 2019 or this month. Stop. They’re loud a…,0,yall stop talking black people twitter accounts started late month stop theyre loud
8243,8243,quarantine,"Rosemead, CA",😭🤣🥺 I’m sorrryyy!!!!! I’ll quarantine myself tomorrow 😷 I’ve been sneezing ever since I got home!,0,im sorrryyy ill quarantine tomorrow ive sneezing ever since got home
8244,8244,quarantine,"Ranchi, India",Technically a bug in the new law is what he has flagged. Pirated versions of nationalists need not worry… https://t.co/fmrvxF5WnQ,0,technically bug new law flagged pirated versions nationalists need
8245,8245,quarantine,"Bochum, Deutschland","FYI, I'm going to drive home on Florida's Turnpike with a code that QR-enabled license plate readers will log in their ASCII da…",0,fyi im going drive home floridas turnpike code qrenabled license plate readers log ascii
8246,8246,quarantine,"Vancouver, BC, Canada","I'm not a history buff, but this is alternate history right? 1937 London is looking like Dishonored and… https://t.co/YDAnFiOsxB",0,im history buff alternate history right london looking like dishonored
8247,8247,quarantine,"California, USA","Wolverine Quarantine is OP, please nerf! kappa Lost the right arm getting stuck on terrain and was force… https://t.co/Xbh64wjbPr",0,wolverine quarantine op please nerf kappa lost right arm getting stuck terrain
8248,8248,quarantine,,"Due to my current health conditions, I will be putting myself in quarantine for the next 10 days.",0,due current health conditions putting quarantine next days
8249,8249,quarantine,Malaysia,It's also not enough to just cover your mouth when you sneeze. Anything you touch with your hands after that will be infec…,0,also enough cover mouth sneeze anything touch hands
8250,8250,quarantine,Oceania,this is some inspiring as heck progress right here ❤️❤️,0,inspiring heck progress right
8251,8251,quarantine,,"all my batchmates were dumbass, brought phone in quarantine and got caught lol",0,batchmates dumbass brought phone quarantine got caught lol
8252,8252,quarantine,Kuala Lumpur City,Dr M on influenza outbreak: We’ll look into quarantine if situation persists https://t.co/bCNeO0cwmV,1,dr influenza outbreak well look quarantine situation persists
8253,8253,quarantine,,💜🚨RO🚨 ✳️ZEVON ✳️ID: #A5339426 ↩️Click _______________________________________________ ⭕️HIDDEN in QUARANTINE⭕️🚨RESCUE ONL…,0,ro zevon id click hidden quarantinerescue
8254,8254,quarantine,,Somebody come quarantine this nigga until we can decide if he can be around society or not,0,somebody come quarantine nigga decide around society
8255,8255,quarantine,"Washington, DC",Is she in a walking quarantine shield from him?,0,walking quarantine shield
8256,8256,quarantine,"England, United Kingdom",are you even a true R6 fan if you don’t pre-order R6 Quarantine?,0,even true r fan dont preorder r quarantine
8257,8257,quarantine,"Columbia, MO",Someone’s gonna have to quarantine the entire French Quarter tomorrow morning. It’s going to be a serious biohazard.,0,someones gonna quarantine entire french quarter tomorrow morning going serious biohazard
8258,8258,quarantine,USA #UnderTheDome 🔮,"Speaking of borders: ""The Black Death, a plague that ravaged Europe from 1347 to 1351 DI… https://t.co/XOkINmikY6",0,speaking borders black death plague ravaged europe
8259,8259,quarantine,,Let's see how Week 1 of Pro League went and a HUGE Quarantine Leak!!!! https://t.co/xYZoIZoAFH,0,lets see week pro league went huge quarantine leak
8260,8260,quarantine,"JOHANNESBURG , South Africa",You got Flu? Quarantine yourself! Dr's orders #GoodMorningWorld,0,got flu quarantine drs orders goodmorningworld
8261,8261,quarantine,,"Amen. Also, there’s no need to quarantine them like they started a brawl. Just take their helmet. https://t.co/q4IEwnQcv3",0,amen also theres need quarantine like started brawl take helmet
8262,8262,quarantine,,"Note from PR: if that sounds mean or antagonistic, this is just a quarantine procedure. Don't mind me, just handli… https://t.co/Qw6tEou0pA",0,note pr sounds mean antagonistic quarantine procedure dont mind
8263,8263,quarantine,"Pittsburgh, PA",Pavement - Shady Lane / J vs. S - Quarantine the Past - Matador,0,pavement shady lane j vs quarantine past matador
8264,8264,quarantine,"Pretoria, South Africa",You got Flu? Quarantine yourself! Dr's orders #GoodMorningWorld https://t.co/h5H6OkPl9m,0,got flu quarantine drs orders goodmorningworld
8265,8265,quarantine,"Pretoria, South Africa",In the quarantine room at the biocontrol centre of at the to check out what Ugandan PhD student Agil Katu…,0,quarantine room biocontrol centre check ugandan phd student agil
8266,8266,quarantine,"Gainesville, FL","Apparently, the local animal services had a distemper outbreak and the county had to quaran… https://t.co/hAYRGMW3sE",0,apparently local animal services distemper outbreak county
8267,8267,quarantine,Travelling,What Countries Require Pet Quarantine? https://t.co/M854W9my0x #travel #dogtravel,0,countries require pet quarantine travel dogtravel
8268,8268,quarantine,"Lenape Land (Bronx, NY)",Y’all stop talking to “Black” people with twitter accounts that started in late 2019 or this month. Stop. They’re l… https://t.co/W2kH9ePpPb,0,yall stop talking black people twitter accounts started late month stop theyre
8269,8269,quarantine,Memphis,Somebody come quarantine this nigga until we can decide if he can be around society or not https://t.co/wAqblDMB0B,0,somebody come quarantine nigga decide around society
8270,8270,quarantine,,I think I saw somebody mention she's at some weird fundy-run hospital. So like... way to quarantine… https://t.co/YvVms2gjmY,0,think saw somebody mention shes weird fundyrun hospital like way
8271,8271,quarantine,"Fort Collins, CO",No reason to quarantine.,0,reason quarantine
8272,8272,quarantine,,We know that’s why Mom has your ass quarantine 😂,0,know thats mom ass quarantine
8273,8273,quarantine,"Brentwood, TN",Quarantine is a bit excessive,0,quarantine bit excessive
8274,8274,quarantine,,Characterization of Vaccine #SHEDDING with Live Nasal #FluVaccine FluMist: https://t.co/PziYXkouiT 89% of kids under two;…,0,characterization vaccine shedding live nasal fluvaccine flumist kids
8275,8275,quarantine,The United States. Duhh,"Many of them continue to claim that vaccines causes autism. I'm really sick of that argument. Sure, n… https://t.co/m1Ohf6mUwo",0,many continue claim vaccines causes autism im really sick argument sure
8276,8276,quarantine,Kuala Lumpur,This is the scent of dead skin on a linoleum floor This is the scent of quarantine wings in a hospital It's not so… https://t.co/AoiR9ModP6,0,scent dead skin linoleum floor scent quarantine wings hospital
8277,8277,quarantine,"Chicago, IL",Throw some hand sanitizer at them and tell them to use that shit and to touch things minimally. Then o… https://t.co/XEAxPin7ck,0,throw hand sanitizer tell use shit touch things minimally
8278,8278,quarantine,"US, UK, Canada, EU & Australia","Rainbow Six Quarantine Operators, Locations, Microtransactions, and More Possibly Leaked https://t.co/0zQItmgbwG https:…",0,rainbow six quarantine operators locations microtransactions possibly leaked
8279,8279,quarantine,twerkansas,clear the quarantine,0,clear quarantine
8280,8280,quarantine,New York City,"Belated Hannukah, Christmas and Happy New Year! Here's Charlie, recovering in quarantine from black mold exposure.… https://t.co/5Qmr8lT4yZ",0,belated hannukah christmas happy new year heres charlie recovering quarantine black mold
8281,8281,quarantine,"Sydney, New South Wales",Thanks Jocelyn. We brought our cat here from Myanmar (via quarantine in Singapore and Melbourne) and this… https://t.co/M7MXkM6ODJ,0,thanks jocelyn brought cat myanmar via quarantine singapore melbourne
8282,8282,quarantine,,📢rainbow-six-quarantine-teaser.jpg 👉https://t.co/iWfguhe9l1 📛 #News #Tech #Computer #Game https://t.co/3rsXtloUQU,0,rainbowsixquarantineteaserjpg httpstcoiwfguhel news tech computer game
8283,8283,quarantine,US,Here’s a picture of me in quarantine. I took this when I started to feel better lmfaoo. https://t.co/83vPkIx2Zz,0,heres picture quarantine took started feel better lmfaoo
8284,8284,quarantine,"North Ogden, UT",They should quarantine assholes.,0,quarantine assholes
8285,8285,quarantine,,Puppy is diaper trained &amp; has no problem using airplane heads But I think China &amp; Taiwan both requir… https://t.co/Yi5VzJTwG1,0,puppy diaper trained amp problem using airplane heads think china amp taiwan
8286,8286,quarantine,,"Extremely valid doctor in the medbay just interrupted some dude who was hitting on her creepily with ""oh wow, the s… https://t.co/QDWvLAWzpL",0,extremely valid doctor medbay interrupted dude hitting creepily oh wow
8287,8287,quarantine,"Houston, TX",The disease is beyond treatment: quarantine the vector of this disease please #IslamicTerrorism,0,disease beyond treatment quarantine vector disease please islamicterrorism
8288,8288,quarantined,"Kansas, USA",So sad to be missing the #ClearSkiesRPG premiere on today! I’m currently stuck in bed with a cough and 102 f…,0,sad missing clearskiesrpg premiere today im currently stuck bed cough
8289,8289,quarantined,Botswana Gaborone,Heavily medicated like they’re quarantined. https://t.co/QhGs4USbCr,0,heavily medicated like theyre quarantined
8290,8290,quarantined,,"Woman with new coronavirus quarantined in Thailand, 1st case outside China https://t.co/vho1n05pzS",1,woman new coronavirus quarantined thailand st case outside china
8291,8291,quarantined,,Chinese woman with new coronavirus quarantined in Thailand https://t.co/BjheT15EOv https://t.co/pj7gRFUDK9,1,chinese woman new coronavirus quarantined thailand
8292,8292,quarantined,cyre • 21• they/them,Victims of the anomaly are kept in a quarantined medical bay where they receive careful treatment. All four victims…,1,victims anomaly kept quarantined medical bay receive careful treatment four
8293,8293,quarantined,North Pole,Chinese woman with mystery virus quarantined in Thailand https://t.co/LmgPP7wQX4,1,chinese woman mystery virus quarantined thailand
8294,8294,quarantined,"ÜT: 45.246915,-76.163963",Chinese woman with mystery virus quarantined in Thailand https://t.co/j2tk276Fzt https://t.co/Q7hyPFgJeI,1,chinese woman mystery virus quarantined thailand
8295,8295,quarantined,,Chinese woman with mystery virus quarantined in Thailand https://t.co/iPVqSPGdXk,1,chinese woman mystery virus quarantined thailand
8296,8296,quarantined,Maldives,Sorry. You're quarantined now,0,sorry youre quarantined
8297,8297,quarantined,"Amsterdam, Nederland","Woman with new coronavirus quarantined in Thailand, 1st case outside China https://t.co/vho1n05pzS",1,woman new coronavirus quarantined thailand st case outside china
8298,8298,quarantined,Bergen,"Day 4: I am the only one left.... I can no longer take the risk of leaving the house, spreading the infection. I tr… https://t.co/YC11LPo3N9",0,day one left longer take risk leaving house spreading infection
8299,8299,quarantined,,"Chinese woman, 61, quarantined in Thailand is diagnosed with the same mystery virus that has killed one person in China htt…",1,chinese woman quarantined thailand diagnosed mystery virus killed one person china
8300,8300,quarantined,,Chinese woman quarantined in Thailand is diagnosed with same mystery virus that has killed one person and infected dozens i…,1,chinese woman quarantined thailand diagnosed mystery virus killed one person infected dozens
8301,8301,quarantined,Ampang-Batu Caves-Sg. Buloh,"And tell them if they get mc and must be quarantined, they should stay at home &amp; not go to work!!…",0,tell get mc must quarantined stay home amp go
8302,8302,quarantined,,#DidYouKnow? Magnet #AXIOM has built-in support for processing and analysis of hundreds of Mac-specific artifacts incl…,0,didyouknow magnet axiom builtin support processing analysis hundreds macspecific artifacts
8303,8303,quarantined,India,Safe...U mean ...quarantined?😃 https://t.co/7IIteSUzsk,0,safeu mean quarantined
8304,8304,quarantined,Finland,please help me!! #Quarantined #Zombievirus https://t.co/N8YuUAKYMZ,0,please help quarantined zombievirus
8305,8305,quarantined,Surrey BC,Chinese woman with mystery virus quarantined in Thailand. https://t.co/zALDWrbYDl,1,chinese woman mystery virus quarantined thailand
8306,8306,quarantined,"Abuja, Nigeria",Lmfao you need to be quarantined man. he killed so much it became boring.,0,lmfao need quarantined man killed much became boring
8307,8307,quarantined,,Any bird infected with PBFD should be immediately quarantined. Its very contagious and endangers oth… https://t.co/xv5E6Mhqgk,0,bird infected pbfd immediately quarantined contagious endangers
8308,8308,quarantined,"Austin, TX","Hey, if you want to put your child at risk feel free to stay quarantined away from the rest of the public.",0,hey want put child risk feel free stay quarantined away rest public
8309,8309,quarantined,Saint Louis,Wow y’all need to be quarantined and by quarantined I mean exterminated https://t.co/BPTMx2Ops0,0,wow yall need quarantined quarantined mean exterminated
8310,8310,quarantined,"Pittsburgh, PA",Other part of the problem is it happens in absolute sincerity and looks exactly l… https://t.co/cBZXrjAyhe,0,part problem happens absolute sincerity looks exactly
8311,8311,quarantined,united states,"Woman with new coronavirus quarantined in Thailand, 1st case outside China https://t.co/aCRPcTVwPx https://t.co/88b9IBcgFW",1,woman new coronavirus quarantined thailand st case outside china
8312,8312,quarantined,"Compton, CA",Update on me not catching the flu from my brother: he text me from the room he’s been quarantined in. He needed foo… https://t.co/NSk8Tlw4o7,0,update catching flu brother text room hes quarantined needed
8313,8313,quarantined,,That’s a scary case of TDS. You might need to be quarantined for symptoms like that!!!,1,thats scary case tds might need quarantined symptoms like
8314,8314,quarantined,fgo JP 448 270 473,We got a new baby today!!! She'll move into the big cage with natsu in maybe a week after shes quarantined but shes… https://t.co/tP8PHOwgT8,0,got new baby today shell move big cage natsu maybe week shes quarantined
8315,8315,quarantined,"Westmount, Québec","That's what I mean, I guess. there's always a margin that either candidate can sway to one side or t… https://t.co/SlHwKHrOW2",0,thats mean guess theres always margin either candidate sway one side
8316,8316,quarantined,United States,Bourbon street bout to be quarantined,0,bourbon street bout quarantined
8317,8317,quarantined,,"By your logic, it should be a felony to knowingly spread any infectious disease… https://t.co/OwLgSy05tX",0,logic felony knowingly spread infectious
8318,8318,quarantined,Heart of the Midwest,On r/the_donald they constantly rig online polls and donate to her campaign in order… https://t.co/yV4EyeSj0R,0,rthedonald constantly rig online polls donate campaign
8319,8319,quarantined,Hong Kong,Chinese Woman With Mystery Virus Quarantined in Thailand https://t.co/diyQy8Ac6I,1,chinese woman mystery virus quarantined thailand
8320,8320,quarantined,Hong Kong,Chinese woman with mysterious virus quarantined in #Thailand https://t.co/WszPiDwgfV,1,chinese woman mysterious virus quarantined thailand
8321,8321,quarantined,,A #Chinese woman has been quarantined in #Thailand with a mystery strain of #Coronavirus just days ahead of the Lunar…,1,chinese woman quarantined thailand mystery strain coronavirus days ahead
8322,8322,quarantined,,A multi-polar world is re-emerging. The economic might of the USA can't sustain its aggression after its European ally…,0,multipolar world reemerging economic might usa cant sustain aggression european
8323,8323,quarantined,Singapore,A Chinese woman has been quarantined in Thailand with a mystery strain of coronavirus just days ahead of the Lunar… https://t.co/SmJO59Fs4K,1,chinese woman quarantined thailand mystery strain coronavirus days ahead
8324,8324,quarantined,,So true!! Can we get them quarantined or SOMETHING? #RKelly #PeeHive #SurvivingRKelly #BlackGirlsMatter #MeToo #Advocate…,0,true get quarantined something rkelly peehive survivingrkelly blackgirlsmatter metoo
8325,8325,quarantined,"Sydney, AU","I had team mates, international consultants, quarantined in homestay on their retur… https://t.co/QYP1gAktuw",0,team mates international consultants quarantined homestay
8326,8326,quarantined,"Los Angeles, CA",I don't know but they should be quarantined so as to not infect the rest of us.,1,dont know quarantined infect rest us
8327,8327,quarantined,My conscience : Me too,Women that do this to anything other than a dick are gross specimens who need to be quarantined https://t.co/7xnRsS1NXH,0,women anything dick gross specimens need quarantined
8328,8328,quarantined,"
Asia Pacific",A woman has been quarantined in Thailand. First instance of de infection going international. Thai Authorities ar… https://t.co/MALTvlJw24,1,woman quarantined thailand first instance de infection going international thai authorities
8329,8329,quarantined,,So true!! Can we get them quarantined or SOMETHING? #RKelly #PeeHive #SurvivingRKelly #BlackGirlsMatter #MeToo… https://t.co/Ll0T83EQVO,0,true get quarantined something rkelly peehive survivingrkelly blackgirlsmatter
8330,8330,quarantined,Iserlohn Fortress,You know you've struck a nerve when replies start getting quarantined.,0,know youve struck nerve replies start getting quarantined
8331,8331,quarantined,,"Chinese woman, 61, quarantined in Thailand is diagnosed with the same mystery virus that has killed one person in C… https://t.co/UyGkzgRFva",1,chinese woman quarantined thailand diagnosed mystery virus killed one person
8332,8332,quarantined,Islamic Republic of Iran,You need to be quarantined,0,need quarantined
8333,8333,quarantined,the midwest,"im RAINBOW, evit has to keep me quarantined",0,im rainbow evit keep quarantined
8334,8334,quarantined,Tir Na Nog.,'Chinese woman with mystery virus quarantined in Thailand.' https://t.co/cgZpsvPnDP,1,chinese woman mystery virus quarantined thailand
8335,8335,quarantined,,And should be quarantined for the sake of other children. I am fine but there are infants and children at… https://t.co/Hmj3Py7JUf,0,quarantined sake children fine infants children
8336,8336,quarantined,,"Thailand confirms first case of mystery virus from Wuhan, Chinese woman quarantined https://t.co/N7StoxC54s https://t.co/C5…",1,thailand confirms first case mystery virus wuhan chinese woman quarantined
8337,8337,quarantined,iimtoday.ca,BAD FLU IS IT LINKED TO A MYSTERY STRAIN PREVIOUSLY ONLY INSIDE CHINA??? https://t.co/J2qcqjjRSu,0,bad flu linked mystery strain previously inside china
